file,emotions,objects,colors,depths
Abstract_Expressionism/sam-francis_untitled-l-213-sf-240-1976.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.19), contentment (probability: 0.18).",there is a art in the center,"The main colors are: silver, dimgray, whitesmoke","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.86 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **far** depth band (49.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 7.1% of pixels
  • Mid [0.33–0.67]: 8.5% of pixels
  • Far [0.67–1.00]: 49.7% of pixels"
Post_Impressionism/vincent-van-gogh_still-life-with-bloaters-and-garlic-1887.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.22), contentment (probability: 0.21).",there is a potato in the bottom right. there is a table in the center. there is a meat in the bottom. there is a meat in the center. there is a meat in the left. there is a lamp in the top left,"The main colors are: saddlebrown, maroon, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.30 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **near** depth band (59.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 59.4% of pixels
  • Mid [0.33–0.67]: 36.7% of pixels
  • Far [0.67–1.00]: 3.9% of pixels"
High_Renaissance/giorgione_view-of-castelfranco-and-shepherd(2).jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.20), fear (probability: 0.19).",there is a woman in the bottom. there is a city in the center,"The main colors are: indianred, rosybrown, sienna","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.54 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **mid** depth band (56.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 12.0% of pixels
  • Mid [0.33–0.67]: 56.8% of pixels
  • Far [0.67–1.00]: 31.2% of pixels"
Pop_Art/allen-jones_table-1969.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.26), something else (probability: 0.21).",there is a woman in the center. there is a table top in the top. there is a floor glass in the bottom. there is a figurine in the bottom left. there is a fur in the bottom,"The main colors are: dimgray, lightgray, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.49 (with moderate variation, std ≈ 0.31).
Most pixels fall into the **far** depth band (42.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 37.7% of pixels
  • Mid [0.33–0.67]: 20.1% of pixels
  • Far [0.67–1.00]: 42.3% of pixels"
Post_Impressionism/paul-cezanne_three-skulls-on-a-patterned-carpet.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.34), sadness (probability: 0.28).",there is a skull in the center. there is a flower in the bottom. there is a flower in the bottom left. there is a person in the bottom. there is a skull in the center. there is a person in the bottom left. there is a table in the bottom,"The main colors are: darkolivegreen, black, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.17 (with moderate variation, std ≈ 0.15).
Most pixels fall into the **near** depth band (88.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 88.6% of pixels
  • Mid [0.33–0.67]: 9.6% of pixels
  • Far [0.67–1.00]: 1.8% of pixels"
Romanticism/gustave-dore_geryon-symbol-of-deceit.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.50), awe (probability: 0.15).",there is a art vector illustration in the center. there is a art vector illustration in the center. there is a man in the center,"The main colors are: darkslategray, lavender, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.42 (with moderate variation, std ≈ 0.35).
Most pixels fall into the **near** depth band (46.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 46.9% of pixels
  • Mid [0.33–0.67]: 26.4% of pixels
  • Far [0.67–1.00]: 13.4% of pixels"
Romanticism/eugene-delacroix_study-of-flowers-1850(1).jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.32), amusement (probability: 0.19).",there is a flower in the top right. there is a flower in the right. there is a plant in the right. there is a flower in the top. there is a plant in the top. there is a stem in the top,"The main colors are: lightgray, sienna, tan","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.78 (with moderate variation, std ≈ 0.12).
Most pixels fall into the **far** depth band (88.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 1.4% of pixels
  • Mid [0.33–0.67]: 9.7% of pixels
  • Far [0.67–1.00]: 88.9% of pixels"
Realism/vincent-van-gogh_peasant-lifting-potatoes-1885.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.40), fear (probability: 0.14).",there is a man in the center. there is a barrel in the bottom left. there is a floor in the bottom,"The main colors are: gray, darkslategray, burlywood","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.50 (with moderate variation, std ≈ 0.26).
Most pixels fall into the **mid** depth band (41.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 28.7% of pixels
  • Mid [0.33–0.67]: 41.4% of pixels
  • Far [0.67–1.00]: 29.5% of pixels"
Post_Impressionism/gustave-loiseau_by-the-eure-river-in-spring-1902.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.60), awe (probability: 0.24).",there is a tree in the left. there is a water waterway in the bottom. there is a landscape in the center,"The main colors are: darkslategray, silver, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.52 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **mid** depth band (52.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 18.6% of pixels
  • Mid [0.33–0.67]: 52.1% of pixels
  • Far [0.67–1.00]: 29.3% of pixels"
Baroque/hendrick-terbrugghen_the-singing-lute-player-1624.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), amusement (probability: 0.20).",there is a artist in the center. there is a mouth organ in the top right,"The main colors are: darkolivegreen, darkslategray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.24 (with moderate variation, std ≈ 0.13).
Most pixels fall into the **near** depth band (81.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 81.6% of pixels
  • Mid [0.33–0.67]: 16.7% of pixels
  • Far [0.67–1.00]: 1.7% of pixels"
Romanticism/eduard-von-gebhardt_portrait-of-an-old-man-1913.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.51), fear (probability: 0.12).",there is a man in the center. there is a beard in the right,"The main colors are: darkslategray, dimgray, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.28 (with moderate variation, std ≈ 0.15).
Most pixels fall into the **near** depth band (79.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 79.3% of pixels
  • Mid [0.33–0.67]: 17.1% of pixels
  • Far [0.67–1.00]: 3.6% of pixels"
Symbolism/odilon-redon_melancholy-1876.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.51), contentment (probability: 0.18).",there is a woman in the left. there is a sun in the center. there is a art in the center. there is a woman in the left. there is a stone in the bottom right,"The main colors are: sienna, burlywood, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.37 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **near** depth band (56.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 56.3% of pixels
  • Mid [0.33–0.67]: 27.4% of pixels
  • Far [0.67–1.00]: 15.3% of pixels"
Baroque/peter-paul-rubens_death-of-adonis.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.17), sadness (probability: 0.17).",there is a man in the center,"The main colors are: lightgray, tan, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.71 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **far** depth band (70.2% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 4.4% of pixels
  • Mid [0.33–0.67]: 25.4% of pixels
  • Far [0.67–1.00]: 70.2% of pixels"
Cubism/max-ernst_33-little-girls-chasing-butterflies-1958.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.23), awe (probability: 0.20).",there is a art in the center,"The main colors are: darkslategray, burlywood, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.55 (with moderate variation, std ≈ 0.28).
Most pixels fall into the **far** depth band (40.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 26.5% of pixels
  • Mid [0.33–0.67]: 32.5% of pixels
  • Far [0.67–1.00]: 40.0% of pixels"
Early_Renaissance/sandro-botticelli_st-dominic(1).jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.35), awe (probability: 0.31).",there is a builder in the top. there is a sky in the top. there is a cape in the top right,"The main colors are: olivedrab, black, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.43 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **mid** depth band (43.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 36.2% of pixels
  • Mid [0.33–0.67]: 43.7% of pixels
  • Far [0.67–1.00]: 20.1% of pixels"
Romanticism/albert-bierstadt_rocky-mountain-sheep.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.41), contentment (probability: 0.21).",there is a deer in the right. there is a goat in the right. there is a sheep in the center. there is a cliff in the center,"The main colors are: darkgray, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.44 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **mid** depth band (43.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 37.1% of pixels
  • Mid [0.33–0.67]: 43.5% of pixels
  • Far [0.67–1.00]: 19.5% of pixels"
Cubism/saul-steinberg_head-1945.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.25), contentment (probability: 0.24).",there is a eye in the left. there is a bird in the center. there is a wear in the bottom left. there is a flower in the top. there is a eye in the left. there is a flower in the top. there is a flower in the top. there is a head in the center. there is a feather in the top. there is a feather in the center,"The main colors are: lightgray, dimgray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.69 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **far** depth band (66.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 10.6% of pixels
  • Mid [0.33–0.67]: 22.7% of pixels
  • Far [0.67–1.00]: 66.6% of pixels"
Baroque/pietro-da-cortona_landing-of-the-trojans-at-the-mouth-of-tiberis-1654.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.48), contentment (probability: 0.12).",there is a deity in the bottom. there is a angel in the center. there is a person in the bottom. there is a ceiling in the left. there is a ceiling in the center. there is a ceiling in the center,"The main colors are: gray, lightgray, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.58 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **far** depth band (42.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 19.7% of pixels
  • Mid [0.33–0.67]: 37.6% of pixels
  • Far [0.67–1.00]: 42.6% of pixels"
Post_Impressionism/henri-de-toulouse-lautrec_the-jockey-1899.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.23), sadness (probability: 0.16).",there is a horse in the center. there is a person in the top right. there is a person in the top right. there is a horse in the top right,"The main colors are: gainsboro, rosybrown, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.71 (with moderate variation, std ≈ 0.27).
Most pixels fall into the **far** depth band (68.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 15.5% of pixels
  • Mid [0.33–0.67]: 15.5% of pixels
  • Far [0.67–1.00]: 68.4% of pixels"
Color_Field_Painting/doug-ohlson_two-four-1983.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.22), contentment (probability: 0.17).",there is a color in the center,"The main colors are: teal, lavender, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.43 (with moderate variation, std ≈ 0.37).
Most pixels fall into the **near** depth band (47.8% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 47.8% of pixels
  • Mid [0.33–0.67]: 22.1% of pixels
  • Far [0.67–1.00]: 16.4% of pixels"
Romanticism/francisco-goya_the-same.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.22), fear (probability: 0.22).",there is a man in the center. there is a ax in the top. there is a illustration in the bottom left. there is a ax in the bottom left,"The main colors are: lightgray, darkslategray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.60 (with moderate variation, std ≈ 0.27).
Most pixels fall into the **far** depth band (57.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 23.0% of pixels
  • Mid [0.33–0.67]: 19.4% of pixels
  • Far [0.67–1.00]: 57.6% of pixels"
Art_Nouveau_Modern/raphael-kirchner_impassive-mask.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.18), amusement (probability: 0.18).",there is a person in the center. there is a man in the top right. there is a illustration in the top,"The main colors are: burlywood, sienna, saddlebrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.60 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **far** depth band (44.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 11.3% of pixels
  • Mid [0.33–0.67]: 43.7% of pixels
  • Far [0.67–1.00]: 44.9% of pixels"
Post_Impressionism/paul-serusier_the-aqueduct-1905.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.48), awe (probability: 0.21).",there is a bridge in the center. there is a tree in the center. there is a river in the bottom. there is a tree in the center,"The main colors are: darkslategray, sienna, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.33 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **near** depth band (53.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 53.6% of pixels
  • Mid [0.33–0.67]: 42.1% of pixels
  • Far [0.67–1.00]: 4.3% of pixels"
Baroque/gian-lorenzo-bernini_st-longinus(1).jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.60), contentment (probability: 0.17).",there is a person in the center. there is a building in the center. there is a spear in the center. there is a pillar in the bottom. there is a archway in the top. there is a pillar in the right. there is a pillar in the left,"The main colors are: silver, darkolivegreen, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.50 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **mid** depth band (43.3% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 27.9% of pixels
  • Mid [0.33–0.67]: 43.3% of pixels
  • Far [0.67–1.00]: 28.1% of pixels"
Romanticism/gustave-dore_illustration-for-the-milkmaid-and-the-milk-can.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.34), awe (probability: 0.19).",there is a dress in the center,"The main colors are: gray, silver, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.58 (with moderate variation, std ≈ 0.36).
Most pixels fall into the **far** depth band (38.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 30.6% of pixels
  • Mid [0.33–0.67]: 20.3% of pixels
  • Far [0.67–1.00]: 38.9% of pixels"
Minimalism/bruce-nauman_perfect-door-perfect-odor-perfect-rodo-1972.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.27), something else (probability: 0.20).",there is a wall in the left. there is a sign in the center. there is a lamp in the center. there is a wire in the bottom left. there is a sign in the left. there is a wire in the bottom. there is a neon light in the top,"The main colors are: dimgray, darkgray, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.60 (with moderate variation, std ≈ 0.10).
Most pixels fall into the **mid** depth band (87.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 2.3% of pixels
  • Mid [0.33–0.67]: 87.5% of pixels
  • Far [0.67–1.00]: 10.1% of pixels"
Art_Nouveau_Modern/aubrey-beardsley_juvenal-scourging-woman.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.28), contentment (probability: 0.16).",there is a woman in the right. there is a lamp in the left. there is a pole in the right. there is a illustration in the center. there is a cartoon in the top. there is a footstall in the right. there is a footstall in the bottom right,"The main colors are: snow, darkgray, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.91 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **far** depth band (34.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 5.3% of pixels
  • Mid [0.33–0.67]: 4.9% of pixels
  • Far [0.67–1.00]: 34.7% of pixels"
Early_Renaissance/benozzo-gozzoli_st-augustine-departing-for-milan-1465.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.28), fear (probability: 0.15).",there is a horse in the bottom. there is a tapestry in the center. there is a person in the bottom right. there is a person in the bottom left. there is a person in the bottom. there is a horse in the bottom left. there is a manuscript in the top. there is a person in the bottom left. there is a person in the bottom,"The main colors are: dimgray, darkslategray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.45 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **mid** depth band (42.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 36.6% of pixels
  • Mid [0.33–0.67]: 42.0% of pixels
  • Far [0.67–1.00]: 21.1% of pixels"
Symbolism/william-blake_the-number-of-the-beast-is-666.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.38), contentment (probability: 0.14).",there is a angel in the center. there is a angel in the top,"The main colors are: sienna, saddlebrown, peru","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.34 (with moderate variation, std ≈ 0.24).
Most pixels fall into the **near** depth band (54.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 54.7% of pixels
  • Mid [0.33–0.67]: 33.4% of pixels
  • Far [0.67–1.00]: 11.5% of pixels"
Color_Field_Painting/gene-davis_ice-box-p506-1969.jpg,"The viewer is likely to associate the following emotions with the image: something else (probability: 0.33), contentment (probability: 0.32).",there is a frame in the center,"The main colors are: lightgray, gray, silver","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.82 (with moderate variation, std ≈ 0.11).
Most pixels fall into the **far** depth band (95.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 1.4% of pixels
  • Mid [0.33–0.67]: 3.1% of pixels
  • Far [0.67–1.00]: 95.5% of pixels"
Symbolism/james-tissot_the-seven-trumpets-of-jericho.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.30), contentment (probability: 0.18).",there is a woman in the bottom left. there is a woman in the bottom left. there is a artist man in the bottom left,"The main colors are: dimgray, darkgray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.59 (with moderate variation, std ≈ 0.13).
Most pixels fall into the **mid** depth band (66.7% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 3.5% of pixels
  • Mid [0.33–0.67]: 66.7% of pixels
  • Far [0.67–1.00]: 29.8% of pixels"
Romanticism/edwin-henry-landseer_not-detected-274943.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.28), awe (probability: 0.18).",there is a bird in the left. there is a sky in the center. there is a person in the bottom. there is a bird in the center. there is a sea in the bottom. there is a eagle in the bottom,"The main colors are: darkgray, darkslategray, dimgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.44 (with moderate variation, std ≈ 0.22).
Most pixels fall into the **mid** depth band (47.6% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 35.1% of pixels
  • Mid [0.33–0.67]: 47.6% of pixels
  • Far [0.67–1.00]: 17.2% of pixels"
Romanticism/paul-cezanne_the-negro-scipio-1867.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.38), fear (probability: 0.16).",there is a stool in the bottom. there is a artist in the center. there is a pillow in the center. there is a pillow in the top right,"The main colors are: darkolivegreen, burlywood, black","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.28 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (75.0% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 75.0% of pixels
  • Mid [0.33–0.67]: 15.4% of pixels
  • Far [0.67–1.00]: 9.4% of pixels"
Pop_Art/hiro-yamagata_soccer.jpg,"The viewer is likely to associate the following emotions with the image: amusement (probability: 0.44), excitement (probability: 0.19).",there is a ball in the center. there is a poster in the center. there is a man in the left. there is a man in the right,"The main colors are: linen, forestgreen, indianred","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.63 (with moderate variation, std ≈ 0.36).
Most pixels fall into the **far** depth band (44.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 30.1% of pixels
  • Mid [0.33–0.67]: 17.7% of pixels
  • Far [0.67–1.00]: 44.1% of pixels"
High_Renaissance/andrea-solario_head-of-st-john-the-baptist.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.19), contentment (probability: 0.17).",there is a eye in the top. there is a head in the top. there is a table in the bottom. there is a face in the center. there is a neckband in the right. there is a gold in the center. there is a eye in the top,"The main colors are: darkslategray, darkolivegreen, wheat","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.25 (with moderate variation, std ≈ 0.16).
Most pixels fall into the **near** depth band (82.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 82.5% of pixels
  • Mid [0.33–0.67]: 13.7% of pixels
  • Far [0.67–1.00]: 3.8% of pixels"
Symbolism/nicholas-roerich_kangchenjunga-1937-1.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.43), contentment (probability: 0.38).",there is a sky in the left. there is a mountain in the left. there is a mountain in the bottom left. there is a mountain in the bottom left,"The main colors are: dimgray, lightgray, darkgray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.58 (with moderate variation, std ≈ 0.19).
Most pixels fall into the **mid** depth band (45.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 12.3% of pixels
  • Mid [0.33–0.67]: 45.9% of pixels
  • Far [0.67–1.00]: 41.7% of pixels"
Cubism/fernand-leger_dance-1929.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.20), awe (probability: 0.15).",there is a woman in the top right. there is a catch in the top. there is a man in the top,"The main colors are: tan, darkslategray, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.56 (with moderate variation, std ≈ 0.25).
Most pixels fall into the **far** depth band (43.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 22.2% of pixels
  • Mid [0.33–0.67]: 34.3% of pixels
  • Far [0.67–1.00]: 43.5% of pixels"
Realism/antã³nio-de-carvalho-da-silva-porto_t-te-de-jeune-fille.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.28), sadness (probability: 0.23).",there is a artist in the top. there is a headscarf in the top,"The main colors are: silver, darkolivegreen, gray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.49 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **mid** depth band (37.9% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 31.9% of pixels
  • Mid [0.33–0.67]: 37.9% of pixels
  • Far [0.67–1.00]: 30.2% of pixels"
Realism/pyotr-konchalovsky_still-life-meat-and-poultry-1936.jpg,"The viewer is likely to associate the following emotions with the image: fear (probability: 0.25), disgust (probability: 0.15).",there is a pot in the bottom left. there is a table in the bottom. there is a chicken in the bottom. there is a animal chicken in the bottom. there is a bird in the center. there is a food in the bottom left. there is a wood wall in the center. there is a bird in the bottom. there is a meat in the bottom. there is a hook in the top left. there is a hen in the left. there is a animal chicken in the left. there is a hook in the top left. there is a cock in the bottom left,"The main colors are: black, darkkhaki, saddlebrown","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.32 (with moderate variation, std ≈ 0.23).
Most pixels fall into the **near** depth band (57.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 57.5% of pixels
  • Mid [0.33–0.67]: 33.2% of pixels
  • Far [0.67–1.00]: 9.3% of pixels"
Symbolism/leon-spilliaert_self-portrait-in-mirror-1908.jpg,"The viewer is likely to associate the following emotions with the image: sadness (probability: 0.24), fear (probability: 0.22).",there is a man in the bottom. there is a chair in the left. there is a stool in the bottom right. there is a portrait in the center,"The main colors are: darkslategray, rosybrown, darkolivegreen","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.31 (with moderate variation, std ≈ 0.17).
Most pixels fall into the **near** depth band (62.4% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 62.4% of pixels
  • Mid [0.33–0.67]: 32.2% of pixels
  • Far [0.67–1.00]: 5.4% of pixels"
Realism/ivan-kramskoy_the-painting-of-the-main-dome-of-the-temple-of-christ-the-savior-in-moscow-1865.jpg,"The viewer is likely to associate the following emotions with the image: awe (probability: 0.73), contentment (probability: 0.14).",there is a church in the center. there is a angel in the center. there is a angel in the center. there is a ceiling in the top,"The main colors are: gainsboro, saddlebrown, darkkhaki","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.49 (with moderate variation, std ≈ 0.28).
Most pixels fall into the **mid** depth band (43.5% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 30.9% of pixels
  • Mid [0.33–0.67]: 43.5% of pixels
  • Far [0.67–1.00]: 22.1% of pixels"
Realism/thomas-eakins_study-for-taking-the-count-1898.jpg,"The viewer is likely to associate the following emotions with the image: contentment (probability: 0.24), sadness (probability: 0.19).",there is a man in the center. there is a person man in the left. there is a doorway in the center. there is a person in the right. there is a floor in the bottom,"The main colors are: saddlebrown, sienna, darkslategray","The depth values span a full normalized range from 0 (nearest) to 1 (farthest).
On average, the depth is around 0.27 (with moderate variation, std ≈ 0.18).
Most pixels fall into the **near** depth band (64.1% of the image), while the remaining pixels are split between the other bands.

Depth distribution by band:
  • Near [0.00–0.33]: 64.1% of pixels
  • Mid [0.33–0.67]: 33.6% of pixels
  • Far [0.67–1.00]: 2.2% of pixels"
